Wall time,Step,Value
1760340041.3962061,1,0.4657895267009735
1760340257.8833683,2,0.0
1760340484.1246095,3,0.0
1760340752.2338128,4,0.0
1760341023.634354,5,0.0
1760341294.7337027,6,0.0
1760341565.9554331,7,1.5
1760341778.9437168,8,0.0
1760342051.4567783,9,0.0
1760342287.4950452,10,0.8571428656578064
1760342559.5339348,11,0.0
1760342796.2482748,12,0.0
1760343069.0617735,13,0.0
1760343339.5874994,14,0.0
1760343612.1294746,15,0.0
1760343863.3840315,16,0.0
1760344133.131685,17,0.0
1760344362.3741345,18,0.0
1760344635.7239068,19,0.0
1760344833.0062675,20,0.0
1760345065.2991855,21,0.0
1760345287.5064604,22,0.0
1760345559.9656448,23,0.5
1760345831.7292674,24,0.0
1760346056.2677844,25,1.0909091234207153
1760346276.4347446,26,0.0
1760346549.2550275,27,0.0
1760346777.6238966,28,0.0
1760347049.7343438,29,0.0
1760347317.3249938,30,0.0
1760347604.368981,31,0.0
1760347882.240154,32,0.0
1760348145.2843335,33,0.0
1760348397.726713,34,0.0
1760348623.254169,35,0.375
1760348837.7846842,36,0.0
1760349111.4100978,37,0.0
1760349329.225828,38,0.0
1760349554.8999748,39,0.0
1760349828.1691592,40,0.0
1760350089.944871,41,0.0
1760350362.0845082,42,1.5
1760350635.7331913,43,0.0
1760350875.0360274,44,0.0
1760351132.4973063,45,0.0
1760351405.8026164,46,0.0
1760351637.3670678,47,2.0892856121063232
1760351851.900739,48,0.0
1760352106.1261928,49,0.30000001192092896
1760352321.2894416,50,0.0
1760352592.824086,51,0.0
1760352866.0614672,52,0.0
1760353098.9944732,53,0.5454545617103577
1760353322.415991,54,0.0
1760353579.403921,55,2.6883115768432617
1760353761.545004,56,0.0
1760354034.822282,57,0.0
1760354309.7742462,58,0.0
1760354546.9331522,59,0.0
1760354819.0035644,60,0.0
1760355074.8554935,61,0.0
1760355324.1541612,62,0.0
1760355537.8754258,63,2.9476451873779297
1760355809.256887,64,0.0
1760356052.9754484,65,0.0
1760356324.3773673,66,0.0
1760356556.9441366,67,0.0
1760356778.2322779,68,0.0
1760357048.4607425,69,0.0
1760357320.2782478,70,0.0
1760357593.2900696,71,0.0
1760357866.6427932,72,0.0
1760358138.4423585,73,0.0
1760358361.8602166,74,0.0
1760358632.6818557,75,0.0
1760358905.0427337,76,0.27272728085517883
1760359088.567309,77,0.0
1760359359.0818992,78,0.0
1760359630.6920092,79,0.0
1760359835.3124719,80,0.20000000298023224
1760359995.3138688,81,1.6636364459991455
1760360267.820227,82,0.0
1760360493.2667782,83,0.0
1760360724.9076006,84,0.0
1760360996.0333874,85,0.0
1760361268.5964112,86,0.0
1760361468.043947,87,0.5
1760361680.5127883,88,0.6315789818763733
1760361896.427487,89,0.0
1760362123.8953097,90,0.0
1760362328.8376095,91,0.0
1760362566.066015,92,0.0
1760362838.0603874,93,0.0
1760363110.6055105,94,0.23076923191547394
1760363364.2474082,95,0.0
1760363602.5462484,96,0.0
1760363840.0491502,97,0.0
1760364113.0776048,98,0.0
1760364342.3559103,99,0.0
1760364585.0676196,100,0.0
1760364856.388959,101,1.0
1760365088.7523446,102,0.0
1760365274.1753078,103,0.5454545617103577
1760365530.1643918,104,0.0
1760365803.6095397,105,0.0
1760366007.834737,106,0.0
1760366278.214924,107,0.0
1760366517.3807194,108,0.0
1760366725.305484,109,0.0
1760366932.333107,110,0.0
1760367205.0127885,111,0.8571428656578064
1760367443.3966222,112,0.0
1760367690.0234797,113,0.0
1760367961.0924802,114,0.0
1760368193.1471808,115,0.0
1760368418.686734,116,0.0
1760368690.4208307,117,0.0
1760368901.8038945,118,0.0
1760369126.1084318,119,0.0
1760369396.624515,120,0.0
1760369667.8033886,121,0.0
1760369867.279619,122,0.0
1760370137.78577,123,0.8571428656578064
1760370377.9967215,124,0.0
1760370649.5351486,125,0.0
1760370854.5678473,126,0.0
1760371097.3459384,127,0.0
1760371361.3153806,128,0.0
1760371634.8116806,129,0.0
1760371830.518494,130,0.0
1760372101.2767956,131,0.0
1760372339.397721,132,0.0
1760372612.2675493,133,0.6857143044471741
1760372884.1775427,134,0.0
1760373156.1653037,135,0.0
1760373397.2211192,136,0.0
1760373576.6387477,137,0.3333333432674408
1760373847.9398372,138,0.0
1760374080.3662775,139,0.9000000357627869
1760374352.148404,140,0.0
1760374585.1839445,141,0.0
1760374858.850639,142,0.0
1760375081.630373,143,0.0
1760375353.4172356,144,0.0
1760375559.7386484,145,0.0
1760375748.2665102,146,0.0
1760376020.0227635,147,0.0
1760376291.714435,148,0.2142857164144516
1760376508.36877,149,0.0
1760376779.4343328,150,0.0
1760377034.365969,151,1.5
1760377255.4835188,152,0.0
1760377527.5374749,153,0.0
1760377800.5649557,154,0.0
1760378030.699709,155,0.0
1760378298.330906,156,0.0
1760378571.114063,157,0.1875
1760378825.3488364,158,1.037015676498413
1760379097.0266967,159,0.6666666865348816
1760379369.4380167,160,0.23076923191547394
1760379641.2299678,161,0.0
1760379847.9237726,162,0.0
1760380118.5685394,163,0.0
1760380391.0405605,164,0.0
1760380629.9080265,165,0.3858695924282074
1760380828.9798555,166,2.357142925262451
1760381060.352575,167,0.75
1760381322.4772463,168,0.0
1760381569.8150036,169,0.0
1760381788.8694131,170,0.25
1760382042.491095,171,0.0
1760382262.2825131,172,0.0
1760382523.9533544,173,0.375
1760382794.1978056,174,0.3333333432674408
1760383068.3131323,175,0.0
1760383340.5297723,176,0.0
1760383613.5603373,177,0.0
1760383887.1797466,178,0.0
1760384142.8295114,179,0.0
1760384364.046596,180,0.0
1760384637.975297,181,0.0
1760384884.670071,182,0.9750000238418579
1760385155.3662198,183,0.0
1760385427.845338,184,1.0
1760385692.329445,185,0.0
1760385862.0320916,186,0.0
1760386106.0614274,187,0.0
1760386377.791007,188,0.0
1760386649.9860504,189,0.0
1760386880.0118003,190,0.0
1760387153.8591452,191,0.0
1760387338.256263,192,0.0
1760387575.893245,193,0.0
1760387846.386071,194,0.0
1760388119.0020285,195,0.0
1760388326.1872735,196,0.3333333432674408
1760388598.2178931,197,0.0
1760388869.3240082,198,0.0
1760389140.11295,199,0.6236842274665833
1760389411.0105088,200,0.0
1760389682.1846468,201,0.0
1760389920.3335893,202,0.0
1760390160.1670945,203,0.0
1760390408.5096903,204,0.0
1760390678.5396206,205,0.0
1760390950.4841058,206,0.0
1760391222.2772145,207,0.0
1760391495.9679651,208,0.75
1760391730.3061178,209,1.125
1760392001.209474,210,0.0
1760392273.121176,211,0.0
1760392545.255139,212,0.0
1760392818.8554218,213,0.0
1760393091.4856231,214,0.0
1760393329.9889944,215,0.0
1760393603.6601324,216,0.0
1760393827.0410688,217,0.0
1760394036.8607643,218,0.0
1760394270.7202415,219,0.0
1760394541.9870756,220,0.20000000298023224
1760394815.045649,221,0.0
1760395049.610813,222,0.8333333134651184
1760395322.5792036,223,0.0
1760395557.1733172,224,0.0
1760395829.5891514,225,0.0
1760396037.6971793,226,0.0
1760396272.1033237,227,0.0
1760396516.173613,228,0.0
1760396786.732238,229,0.0
1760397058.7525969,230,0.0
1760397329.6434734,231,0.0
1760397543.8150582,232,0.6666666865348816
1760397779.3848057,233,0.0
1760398052.8973212,234,0.20000000298023224
1760398250.4910853,235,1.2631579637527466
1760398523.3894966,236,0.0
1760398785.0421364,237,1.875
1760399025.2492151,238,0.0
1760399273.500493,239,0.0
1760399445.0377734,240,0.6000000238418579
1760399664.2245634,241,0.31578949093818665
1760399915.448241,242,0.0
1760400138.9565,243,0.2142857164144516
1760400411.981375,244,0.0
1760400643.0132642,245,0.0
1760400914.848406,246,0.0
1760401158.4708006,247,0.0
1760401414.5173354,248,0.0
1760401658.4591475,249,0.0
1760401925.0707333,250,0.5769230723381042
1760402199.38632,251,0.0
1760402435.1956313,252,0.0
1760402678.5008953,253,0.0
1760402900.9923723,254,0.0
1760403141.3983717,255,1.0
1760403358.5120597,256,0.0
1760403581.7216387,257,0.0
1760403853.8126175,258,0.0
1760404038.441552,259,1.7142857313156128
1760404295.3367705,260,0.0
1760404542.7946446,261,0.0
1760404816.1693711,262,0.0882352963089943
1760405007.4468212,263,0.0
1760405266.7606142,264,0.0
1760405541.0573292,265,0.0
1760405709.1239634,266,2.4285714626312256
1760405976.497833,267,0.0
1760406212.442228,268,0.0
1760406445.2811031,269,0.31578949093818665
1760406716.7833061,270,0.0
1760406976.0253606,271,0.0
1760407248.965437,272,0.0
1760407522.1490545,273,0.0
1760407781.4163911,274,0.0
1760408053.5103314,275,0.0
1760408324.4655092,276,0.0
1760408597.8277202,277,0.0
1760408824.840592,278,0.0
1760409097.4799562,279,0.0
1760409369.7170324,280,0.1764705926179886
1760409616.1025388,281,0.1428571492433548
1760409821.833721,282,0.0
1760410093.501198,283,0.0
1760410310.4143522,284,0.0
1760410578.856807,285,0.5
1760410801.4677622,286,0.0
1760411075.8583276,287,0.0
1760411350.6011906,288,0.0
1760411624.873452,289,0.0
1760411898.6972375,290,0.0
1760412116.8707035,291,0.0
1760412332.376411,292,0.0
1760412554.0452797,293,0.0
1760412827.9538398,294,0.0
1760413100.2850032,295,0.0
1760413241.5307267,296,3.0
1760413454.7580495,297,2.0
1760413693.7732918,298,0.0
1760413968.1938872,299,0.0
1760414238.5793967,300,2.9000000953674316
1760414472.2116408,301,0.0
1760414733.8928056,302,0.0
1760414959.1286724,303,0.0
1760415231.2620754,304,0.0
1760415467.3209689,305,0.0
1760415738.0036108,306,0.4529914855957031
1760416012.1623223,307,0.0
1760416270.6143079,308,0.0
1760416542.3425899,309,0.0
1760416755.9430883,310,0.0
1760416962.3513842,311,0.6666666865348816
1760417153.985709,312,0.5625
1760417427.0503178,313,0.0
1760417672.3023407,314,0.30000001192092896
1760417944.943979,315,0.0
1760418173.237906,316,0.0
1760418446.6955752,317,0.5
1760418718.1510372,318,0.6666666865348816
1760418961.7811582,319,0.1428571492433548
1760419234.145487,320,0.0
1760419506.7636096,321,0.0
1760419777.4548883,322,0.3333333432674408
1760420022.2992704,323,0.0
1760420256.7742882,324,0.4736842215061188
1760420529.6665494,325,0.0
1760420802.794454,326,1.0
1760421065.0023687,327,0.0
1760421293.0730968,328,0.0
1760421486.7911515,329,0.0
1760421727.0170932,330,0.0
1760421999.7925682,331,0.0
1760422270.96865,332,0.0
1760422544.0375154,333,0.0
1760422792.0042598,334,0.5
1760423005.6568158,335,0.0
1760423277.0384867,336,0.5
1760423507.5965364,337,0.0
1760423780.7203178,338,0.0
1760424053.3562398,339,0.0
1760424324.5297868,340,0.0
1760424596.2993324,341,0.0
1760424868.5175283,342,0.0
1760425090.804041,343,0.0
1760425364.1359587,344,0.0
1760425588.5723307,345,0.0
1760425837.5506818,346,0.0
1760426020.957897,347,0.0
1760426291.513985,348,0.0
1760426564.495582,349,0.0
1760426825.8727906,350,0.0
1760427078.6960292,351,0.4912280738353729
1760427251.781158,352,0.0
1760427523.7853022,353,0.0
1760427796.5913024,354,0.1666666716337204
1760428070.4789343,355,1.6363636255264282
1760428342.6304805,356,0.0
1760428549.210763,357,0.0
1760428820.688316,358,0.0
1760429092.9285622,359,0.0
1760429364.6510684,360,0.0
1760429636.8707988,361,0.0
1760429907.6044853,362,0.0
1760430148.9835966,363,0.0
1760430420.8071165,364,0.0
1760430638.5293953,365,0.0
1760430806.2063212,366,0.0
1760431070.558414,367,0.0
1760431341.7547383,368,0.0
1760431548.556849,369,0.0
1760431819.8574004,370,0.0
1760431957.3884013,371,1.5
1760432228.3494542,372,1.5
1760432470.950463,373,0.0
1760432717.7781608,374,0.0
1760432991.6203463,375,0.0
1760433241.379663,376,0.0
1760433513.340027,377,0.0
1760433757.5265973,378,0.0
1760433943.9546003,379,0.0
1760434217.038886,380,0.0
1760434468.8922727,381,0.0
1760434699.261167,382,0.0
1760434970.9697096,383,0.0
1760435220.0822492,384,1.6666666269302368
1760435492.966795,385,0.0
1760435766.860318,386,0.0
1760436019.338434,387,0.0
1760436291.4506888,388,0.0
1760436519.8938224,389,0.0
1760436791.330355,390,0.3529411852359772
1760437048.8229685,391,0.0
1760437320.9850612,392,0.0
1760437545.001496,393,0.0
1760437819.7187831,394,0.0
1760438077.6117363,395,0.0
1760438350.8758817,396,0.0
1760438592.0614007,397,0.0
1760438864.2256832,398,0.0
1760439077.3976588,399,0.0
1760439253.039877,400,0.0
1760439499.191721,401,0.0
1760439716.1587362,402,0.0
1760439906.5016956,403,0.0
1760440178.8720865,404,0.7464286088943481
1760440450.6012623,405,0.0
1760440722.7454686,406,0.0
1760440968.3557644,407,0.0
1760441211.1607745,408,0.0
1760441416.9940836,409,0.0
1760441688.8933578,410,0.0
1760441962.355984,411,0.0
1760442188.2497494,412,0.0
1760442400.4104116,413,0.23076923191547394
1760442657.7745097,414,0.0
1760442873.3580835,415,0.0
1760443080.7899396,416,0.0
1760443350.9956617,417,0.0
1760443622.7861583,418,0.0
1760443896.2584662,419,0.7058823704719543
1760444169.8046036,420,0.0
1760444441.0392723,421,0.0
1760444683.5676053,422,0.0
1760444864.3558223,423,0.0
1760445072.5941694,424,0.0
1760445311.277556,425,0.0
1760445517.3755758,426,0.0
1760445788.5910301,427,0.0
1760446061.4836955,428,0.0
1760446333.493233,429,0.0
1760446605.3746157,430,0.800000011920929
1760446878.2914996,431,0.0
1760447150.7164025,432,0.0
1760447423.0521052,433,0.0
1760447693.7117186,434,1.1923078298568726
1760447901.3193128,435,5.0
1760448143.1240106,436,0.9000000357627869
1760448382.2363083,437,0.0
1760448602.8805232,438,0.0
1760448876.3857737,439,0.0
1760449122.3331873,440,0.0
1760449348.5462003,441,0.0
1760449618.4909692,442,0.0
1760449845.510437,443,0.0
1760450085.7315784,444,1.0
1760450358.3319473,445,0.0
1760450607.914532,446,0.0
1760450879.0363684,447,0.0
1760451151.950534,448,1.6346153020858765
1760451341.5524879,449,0.0
1760451612.2720428,450,0.0
1760451842.9967856,451,1.0681818723678589
1760452040.5460353,452,0.0
1760452256.2267456,453,0.0
1760452484.5060925,454,0.0
1760452737.2289748,455,0.0
1760452962.1344273,456,0.0
1760453184.3251822,457,0.0
1760453457.5958838,458,0.0
1760453739.0878665,459,0.0
1760454029.2226157,460,0.0
1760454293.920156,461,0.0
1760454584.5896955,462,0.0
1760454837.249213,463,0.0
1760455113.2471628,464,0.0
1760455245.3767993,465,0.0
1760455536.8924541,466,0.0
1760455750.3817015,467,0.0
1760456026.5830767,468,0.0
1760456305.5439925,469,0.20000000298023224
1760456536.6666505,470,0.5
1760456806.4315062,471,0.0
1760457074.4091544,472,0.0
1760457302.0491252,473,0.0
1760457590.3221502,474,0.0
1760457883.4822373,475,0.0
1760458118.7682033,476,0.6000000238418579
1760458413.706435,477,0.0
1760458708.3027656,478,0.0
1760459003.932408,479,0.5
1760459273.9856813,480,0.0
1760459557.3756454,481,0.0
1760459835.3217306,482,0.0
1760460109.0797946,483,0.0
1760460382.3929913,484,0.0
1760460563.1116889,485,0.5
1760460835.897214,486,0.9000000357627869
1760461057.4636054,487,0.0
1760461308.2981255,488,0.0
1760461580.8276558,489,0.0
1760461840.9427514,490,0.0
1760462094.7091687,491,0.0
1760462366.8279595,492,0.0
1760462621.799854,493,0.0
1760462893.6474812,494,0.0
1760463163.3467484,495,0.30000001192092896
1760463436.796799,496,0.0
1760463650.6161332,497,0.0
1760463881.1234248,498,0.0
1760464155.110454,499,0.0
1760464428.9562845,500,0.0
1760464701.2746034,501,0.0
1760464937.7763577,502,0.0
1760465160.458176,503,0.0
1760465432.7198267,504,0.0
1760465682.3116443,505,0.0
1760465955.523086,506,1.5641026496887207
1760466229.3557537,507,0.0
1760466448.6096883,508,0.0
1760466656.7916303,509,0.0
1760466931.380166,510,0.0
1760467165.775493,511,0.0
1760467413.5082026,512,0.0
1760467686.9052696,513,0.0
1760467918.5023856,514,0.0
1760468194.404699,515,0.0
1760468432.245592,516,1.0
1760468569.1735194,517,1.4166666269302368
1760468796.522467,518,0.0
1760469041.5252812,519,0.0
1760469290.5444613,520,0.4642857313156128
1760469563.6550205,521,0.0
1760469720.6578207,522,2.0230770111083984
1760469961.9602096,523,0.0
1760470153.2667377,524,0.0
1760470399.7965238,525,0.0
1760470644.8225303,526,0.0
1760470896.5424213,527,0.0
1760471139.2486365,528,0.0
1760471374.922972,529,0.0
1760471628.9251919,530,0.0
1760471903.4192474,531,0.0
1760472151.7175622,532,1.3636363744735718
1760472425.3132005,533,0.0
1760472650.4627469,534,0.375
1760472860.9719121,535,0.0
1760473077.5668638,536,1.966666579246521
1760473302.6705396,537,0.0
1760473536.605329,538,0.0
1760473768.6450412,539,0.0
1760474021.7456603,540,0.0
1760474220.0813537,541,0.0
1760474475.2717466,542,0.0
1760474706.01298,543,0.0
1760474939.325886,544,0.31578949093818665
1760475175.611913,545,0.0
1760475448.2039146,546,0.0
1760475721.4781206,547,0.0
1760475995.5570865,548,0.0
1760476268.1994042,549,0.4285714328289032
1760476542.1317515,550,0.0
1760476815.5125241,551,0.0
1760477088.85015,552,0.0
1760477361.928435,553,0.0
1760477591.0404043,554,0.0
1760477823.360376,555,0.0
1760478097.275896,556,0.0
1760478370.0854409,557,0.0
1760478613.6839695,558,0.0
1760478885.842607,559,0.0
1760479158.7646616,560,0.0
1760479313.4212825,561,1.022727370262146
1760479583.818135,562,0.20689654350280762
1760479854.4977043,563,0.0
1760480060.9192162,564,0.5
1760480333.501684,565,0.0
1760480536.9799821,566,0.0
1760480741.5692892,567,0.8333333134651184
1760480957.214337,568,0.0
1760481230.5709076,569,0.0
1760481442.2955518,570,0.0
1760481674.656159,571,0.0
1760481903.525725,572,1.2000000476837158
1760482140.3960156,573,0.0
1760482339.9184813,574,0.0
1760482613.9137316,575,0.375
1760482828.7388768,576,0.0
1760483079.1082945,577,0.0
1760483295.6347868,578,0.0
1760483568.391531,579,0.0
1760483836.1586494,580,0.0
1760484061.480539,581,0.0
1760484336.6247563,582,0.0
1760484593.1776214,583,0.3913043439388275
1760484866.115524,584,0.5227273106575012
1760485139.8004036,585,0.0
1760485376.1029577,586,0.0
1760485593.0256212,587,0.0
1760485743.70023,588,1.2857142686843872
1760485996.0452816,589,0.0
1760486264.6265419,590,1.125
1760486452.0036645,591,0.17142857611179352
1760486726.771983,592,0.0
1760486999.4925907,593,0.0
1760487274.0943398,594,0.0
1760487451.481286,595,0.0
1760487725.7594924,596,0.0
1760487953.2848444,597,0.0
1760488218.965783,598,1.125
1760488493.9069703,599,0.0
1760488754.0161982,600,0.0
1760489028.116777,601,0.0
1760489301.5137892,602,0.0
1760489538.1023982,603,0.0
1760489755.9943714,604,0.0
1760489979.3844154,605,0.0
1760490254.30516,606,0.1666666716337204
1760490481.231696,607,0.0
1760490755.769382,608,0.0
1760490997.7280893,609,0.0
1760491271.5731251,610,0.0
1760491545.2258825,611,0.0
1760491790.4339142,612,0.0
1760492050.206735,613,0.0
1760492321.584651,614,0.0
1760492526.0183048,615,0.0
1760492743.698698,616,0.0
1760493016.0531483,617,1.0
1760493263.030031,618,0.0
1760493534.138531,619,0.0
1760493807.7579072,620,0.0
1760494059.7484796,621,0.0
1760494334.681513,622,0.0
1760494562.9899254,623,0.0
1760494835.4291823,624,0.0
1760495110.0548902,625,1.0931071043014526
1760495381.0584507,626,0.0
1760495644.678891,627,0.5875000357627869
1760495918.4946012,628,0.0
1760496147.4367278,629,0.0
1760496421.6752102,630,0.0
1760496694.7044184,631,1.2083333730697632
1760496925.8921926,632,0.1764705926179886
1760497199.5045934,633,0.6200000047683716
1760497473.3566701,634,1.125
1760497725.45227,635,0.0
1760497913.5232599,636,0.0
1760498166.295767,637,0.1666666716337204
1760498416.4715576,638,0.0
1760498668.0242288,639,0.0
